date,academy,name,psychometric_score,presentation_score
Tuesday 12 February 2019,London Academy,Yevette Rimbault,49,15
Tuesday 12 February 2019,London Academy,Dina Durbyn,59,23
Tuesday 12 February 2019,London Academy,Skelly Bhar,48,21
Tuesday 12 February 2019,London Academy,Kenn Woolner,48,21
Tuesday 12 February 2019,London Academy,Leonhard Sogg,68,16
Tuesday 12 February 2019,London Academy,Tabitha Vowdon,58,23
Tuesday 12 February 2019,London Academy,Inna Kidman,63,25
Tuesday 12 February 2019,London Academy,Randi Lebourn,60,18
Tuesday 12 February 2019,London Academy,Armstrong Hursthouse,44,14
Tuesday 12 February 2019,London Academy,Kiel Mcmullen,50,20
Tuesday 12 February 2019,London Academy,Vail Noen,54,16
Tuesday 12 February 2019,London Academy,Dukey Paddemore,51,17
Tuesday 12 February 2019,London Academy,Aubert Greally,53,21
Tuesday 12 February 2019,London Academy,Manya Ajsik,54,19
Tuesday 12 February 2019,London Academy,Ervin Jerche,53,22
Tuesday 12 February 2019,London Academy,Allyn Mccrum,61,15
Wednesday 12 June 2019,London Academy,Sinclair Breissan,60,19
Wednesday 12 June 2019,London Academy,Jeanette Wankel,67,19
Wednesday 12 June 2019,London Academy,Jehu Van Arsdall,52,14
Wednesday 12 June 2019,London Academy,Hadrian Cornau,49,22
Wednesday 12 June 2019,London Academy,Abran Odams,58,24
Wednesday 12 June 2019,London Academy,Jeanne Brayne,65,18
Wednesday 12 June 2019,London Academy,Camel Miguet,63,18
Wednesday 12 June 2019,London Academy,Zeb Tippings,57,17
Wednesday 12 June 2019,London Academy,Dorene Franschini,54,19
Wednesday 12 June 2019,London Academy,Cale De Quesne,42,24
Wednesday 12 June 2019,London Academy,Charmain Diben,50,24
Wednesday 12 June 2019,London Academy,Consolata Maudlen,51,13
Wednesday 12 June 2019,London Academy,Muhammad Percy,58,20
Wednesday 12 June 2019,London Academy,Phineas Filshin,57,25
Wednesday 12 June 2019,London Academy,Westbrook Paynton,63,18
Wednesday 12 June 2019,London Academy,Abbott Yea,54,15
Wednesday 12 June 2019,London Academy,Opaline Gammon,56,20
Wednesday 12 June 2019,London Academy,Bidget Macarthur,59,22
Wednesday 12 June 2019,London Academy,Andris Bradley,60,21
Wednesday 12 June 2019,London Academy,Padgett Crennan,58,19
Wednesday 12 June 2019,London Academy,Kimmi Edgecumbe,53,23
Wednesday 12 June 2019,London Academy,Orton Borer,54,16
Wednesday 12 June 2019,London Academy,Alikee Sawood,55,20
Wednesday 12 June 2019,London Academy,Juli Ruler,59,20
Wednesday 12 June 2019,London Academy,Jacquelynn Banasiak,54,27
Wednesday 12 June 2019,London Academy,Cosimo Labram,60,22
Wednesday 12 June 2019,London Academy,Silvester Ondra,55,18
Wednesday 12 June 2019,London Academy,Winna Lemmertz,57,22
Wednesday 12 June 2019,London Academy,Cecil Kennewell,47,22
Wednesday 12 June 2019,London Academy,Tana Cullinane,54,17
Tuesday 12 March 2019,London Academy,Eimile Pincott,54,19
Tuesday 12 March 2019,London Academy,Kiele Letford,54,24
Tuesday 12 March 2019,London Academy,Harrison Macnamee,59,17
Tuesday 12 March 2019,London Academy,Dolph Jobbins,41,17
Tuesday 12 March 2019,London Academy,Angeline Rewbottom,58,23
Tuesday 12 March 2019,London Academy,Tonia Oakes,58,21
Tuesday 12 March 2019,London Academy,Doti Bothram,37,19
Tuesday 12 March 2019,London Academy,Jeniece Petty,64,20
Tuesday 12 March 2019,London Academy,Tildi Dallicoat,60,24
Tuesday 12 March 2019,London Academy,Lisha Keaveny,55,16
Tuesday 12 March 2019,London Academy,Inessa Mccurtin,52,23
Tuesday 12 March 2019,London Academy,Xerxes Dobrowlski,56,23
Tuesday 12 March 2019,London Academy,Keefer Carus,45,23
Tuesday 12 March 2019,London Academy,Lotte Witherop,59,24
Tuesday 12 March 2019,London Academy,Betteann Bridgeland,69,22
Tuesday 12 March 2019,London Academy,Roxanna Rashleigh,57,17
Tuesday 12 March 2019,London Academy,Aymer Randales,44,24
Tuesday 12 March 2019,London Academy,Garth Messager,51,22
Tuesday 12 March 2019,London Academy,Eugenie Innocenti,57,19
Tuesday 12 March 2019,London Academy,Doralynne Torricina,50,26
Tuesday 12 March 2019,London Academy,Fowler Crewdson,66,22
Tuesday 12 March 2019,London Academy,Bella Tarbox,61,22
Tuesday 12 March 2019,London Academy,Norri Wybern,46,19
Tuesday 12 March 2019,London Academy,Cello Durrand,56,19
Tuesday 12 March 2019,London Academy,L;Urette Daveley,63,22
Tuesday 12 November 2019,London Academy,Morley Battell,65,20
Tuesday 12 November 2019,London Academy,Sidnee Hollows,51,17
Tuesday 12 November 2019,London Academy,Amalee Tomkin,49,19
Tuesday 12 November 2019,London Academy,Pearla Trigwell,49,17
Tuesday 12 November 2019,London Academy,Sim Baudains,53,16
Tuesday 12 November 2019,London Academy,Hallie Bentke,49,22
Tuesday 12 November 2019,London Academy,Heidie Zanetto,53,19
Tuesday 12 November 2019,London Academy,Madison Getch,59,18
Tuesday 12 November 2019,London Academy,Murvyn Aers,53,17
Tuesday 12 November 2019,London Academy,Selma O'Brogane,52,21
Tuesday 12 November 2019,London Academy,Murray Armfirld,56,19
Tuesday 12 November 2019,London Academy,Lucias Haggarty,63,21
Tuesday 12 November 2019,London Academy,Ludvig La Grange,55,15
Tuesday 12 November 2019,London Academy,Jayme Lieber,55,19
Tuesday 12 November 2019,London Academy,Timmie Knudsen,55,19
Tuesday 12 November 2019,London Academy,Evita Gisby,55,21
Tuesday 12 November 2019,London Academy,Kirsteni Loren,54,22
Tuesday 12 November 2019,London Academy,Leicester Banker,52,21
Tuesday 12 November 2019,London Academy,Kelli Twiddell,69,24
Tuesday 12 November 2019,London Academy,Rachelle Dregan,56,13
Tuesday 12 November 2019,London Academy,Niven Cooling,60,19
Tuesday 12 November 2019,London Academy,Anthiathia Broad,60,20
Tuesday 12 November 2019,London Academy,Susannah Bengough,63,26
Tuesday 12 November 2019,London Academy,Anatole Burston,52,21
Tuesday 12 November 2019,London Academy,Veronica Petroff,52,17
Tuesday 12 November 2019,London Academy,Wenonah Relph,40,19
Thursday 12 September 2019,Birmingham Academy,Baird Reynoollds,58,19
Thursday 12 September 2019,Birmingham Academy,Hi Matherson,42,23
Thursday 12 September 2019,Birmingham Academy,Fernando Howchin,54,16
Thursday 12 September 2019,Birmingham Academy,Paten Bartelli,52,14
Thursday 12 September 2019,Birmingham Academy,Barton Harpin,56,20
Thursday 12 September 2019,Birmingham Academy,Toinette Pflieger,41,21
Thursday 12 September 2019,Birmingham Academy,Amos Stowgill,42,20
Thursday 12 September 2019,Birmingham Academy,Matelda Chastenet,51,23
Thursday 12 September 2019,Birmingham Academy,Shamus Attenbarrow,53,22
Thursday 12 September 2019,Birmingham Academy,Wald Lynes,55,13
Thursday 12 September 2019,Birmingham Academy,Loria Menlow,57,20
Thursday 12 September 2019,Birmingham Academy,Garwood Mcmeekin,48,16
Thursday 12 September 2019,Birmingham Academy,Kearney Cerie,48,19
Thursday 12 September 2019,Birmingham Academy,Dorine Erricker,49,20
Thursday 12 September 2019,Birmingham Academy,Millicent Buchanan,59,23
Thursday 12 September 2019,Birmingham Academy,Claudette De Carlo,48,15
Thursday 12 September 2019,Birmingham Academy,Chevalier Eykelbosch,54,17
Thursday 12 September 2019,Birmingham Academy,Penny Trathen,51,17
Thursday 12 September 2019,Birmingham Academy,Jenn Blitz,57,23
Thursday 12 September 2019,Birmingham Academy,Trent Southwick,56,21
Thursday 12 September 2019,Birmingham Academy,Elizabet Sanbroke,60,20
Thursday 12 September 2019,Birmingham Academy,Ofella Shelmardine,58,18
Thursday 12 September 2019,Birmingham Academy,Vasili Cartledge,57,15
Thursday 12 September 2019,Birmingham Academy,Maude Ithell,52,18
Thursday 12 September 2019,Birmingham Academy,Saraann Elcombe,50,19
Thursday 12 September 2019,Birmingham Academy,Vevay Feirn,54,25
Thursday 12 September 2019,Birmingham Academy,Monty Gorriessen,51,22
Thursday 12 September 2019,Birmingham Academy,Vaclav Pietesch,61,27
Thursday 12 September 2019,Birmingham Academy,Mercie Groger,43,24
Tuesday 13 August 2019,London Academy,Clem Woodyeare,39,16
Tuesday 13 August 2019,London Academy,Wesley Tolerton,59,19
Tuesday 13 August 2019,London Academy,Cornie Lomath,45,22
Tuesday 13 August 2019,London Academy,Sauncho Aveson,58,30
Tuesday 13 August 2019,London Academy,Leonore Pettiford,62,21
Tuesday 13 August 2019,London Academy,Ly Ferro,54,21
Tuesday 13 August 2019,London Academy,Pamelina Itzkovsky,58,19
Tuesday 13 August 2019,London Academy,Gale Quartley,62,20
Tuesday 13 August 2019,London Academy,Merell Tremmil,67,20
Tuesday 13 August 2019,London Academy,Ilario Yeates,53,24
Tuesday 13 August 2019,London Academy,Hewett Lamputt,54,21
Tuesday 13 August 2019,London Academy,Debby Hadigate,48,20
Tuesday 13 August 2019,London Academy,Derk Andress,64,19
Tuesday 13 August 2019,London Academy,Chucho Galfour,56,19
Tuesday 13 August 2019,London Academy,Orland Glaisner,54,24
Tuesday 13 August 2019,London Academy,Leda Aharoni,59,18
Tuesday 13 August 2019,London Academy,Amity Pancast,46,17
Tuesday 13 August 2019,London Academy,Urbano Reinisch,55,21
Tuesday 13 August 2019,London Academy,Lamond Levensky,68,22
Tuesday 13 August 2019,London Academy,Balduin Culleton,52,18
Tuesday 13 August 2019,London Academy,Oliy Ellar,56,25
Tuesday 13 August 2019,London Academy,Nial Oret,58,25
Tuesday 13 August 2019,London Academy,Renault Rockell,45,23
Tuesday 13 August 2019,London Academy,Christian Bingley,59,19
Wednesday 13 February 2019,London Academy,Cameron Gleaves,53,17
Wednesday 13 February 2019,London Academy,Naomi Shortt,56,20
Wednesday 13 February 2019,London Academy,Sherlock Sibley,51,23
Wednesday 13 February 2019,London Academy,Josefina Veillard,46,18
Wednesday 13 February 2019,London Academy,Lane Myrkus,52,21
Wednesday 13 February 2019,London Academy,Tadeo Hourigan,55,14
Wednesday 13 February 2019,London Academy,Dorothee Salmond,40,25
Wednesday 13 February 2019,London Academy,Antonia Mackaig,53,23
Wednesday 13 February 2019,London Academy,Eran Cicci,46,17
Wednesday 13 February 2019,London Academy,Beryle D'Antonio,65,18
Wednesday 13 February 2019,London Academy,Hermione Tume,48,17
Wednesday 13 February 2019,London Academy,Arda Disbrow,51,22
Wednesday 13 February 2019,London Academy,Tulley Hindrich,49,18
Wednesday 13 February 2019,London Academy,Dionysus Garter,66,22
Wednesday 13 February 2019,London Academy,Jere Jordine,51,20
Wednesday 13 February 2019,London Academy,Herminia Brettel,57,22
Wednesday 13 February 2019,London Academy,Obadiah Hegley,47,20
Wednesday 13 February 2019,London Academy,Gannie Lamberteschi,67,18
Wednesday 13 February 2019,London Academy,Hildagarde Churchlow,62,23
Wednesday 13 February 2019,London Academy,Brena Creeber,53,22
Wednesday 13 February 2019,London Academy,Lilllie Kun,61,20
Wednesday 13 February 2019,London Academy,Vale Trevarthen,52,18
Wednesday 13 February 2019,London Academy,Fabian Exell,60,25
Wednesday 13 February 2019,London Academy,Alessandra Krollmann,57,16
Wednesday 13 February 2019,London Academy,Shurlocke Helmke,45,20
Wednesday 13 February 2019,London Academy,El Durante,53,21
Wednesday 13 February 2019,London Academy,Benedick Arnhold,62,16
Wednesday 13 February 2019,London Academy,Luce Midden,60,23
Wednesday 13 February 2019,London Academy,Amos Vasnev,50,19
Wednesday 13 February 2019,London Academy,Silvester Caller,61,19
Wednesday 13 February 2019,London Academy,Phillis Melin,58,26
Wednesday 13 February 2019,London Academy,Ulric Mordin,46,23
Thursday 13 June 2019,Birmingham Academy,Lenna Daulby,58,24
Thursday 13 June 2019,Birmingham Academy,Esdras Pires,50,19
Thursday 13 June 2019,Birmingham Academy,Gianni Decroix,46,22
Thursday 13 June 2019,Birmingham Academy,Salim Edmundson,52,26
Thursday 13 June 2019,Birmingham Academy,Vania Ingray,53,25
Thursday 13 June 2019,Birmingham Academy,Briano Nissle,59,16
Thursday 13 June 2019,Birmingham Academy,Valerye Hobbing,45,16
Thursday 13 June 2019,Birmingham Academy,Bunny Barns,54,21
Thursday 13 June 2019,Birmingham Academy,Melli Richardet,48,17
Thursday 13 June 2019,Birmingham Academy,Guido Lassells,60,23
Thursday 13 June 2019,Birmingham Academy,Walden Lavelle,51,14
Thursday 13 June 2019,Birmingham Academy,Audrye Walkingshaw,54,18
Thursday 13 June 2019,Birmingham Academy,Pace Raine,41,15
Thursday 13 June 2019,Birmingham Academy,Staffard Load,59,16
Thursday 13 June 2019,Birmingham Academy,Daren Houson,52,18
Thursday 13 June 2019,Birmingham Academy,Willi Goulston,44,15
Thursday 13 June 2019,Birmingham Academy,Aretha Rosenboim,58,13
Thursday 13 June 2019,Birmingham Academy,Gerianne Christoforou,50,25
Thursday 13 June 2019,Birmingham Academy,Adah Fost,53,20
Thursday 13 June 2019,Birmingham Academy,Alistair Mccartney,52,14
Thursday 13 June 2019,Birmingham Academy,Palmer Snaddin,58,24
Thursday 13 June 2019,Birmingham Academy,Kettie Lufkin,49,18
Thursday 13 June 2019,Birmingham Academy,Dacy Pococke,54,19
Wednesday 13 March 2019,London Academy,Roselia Tanswell,62,16
Wednesday 13 March 2019,London Academy,Stefan Insley,57,25
Wednesday 13 March 2019,London Academy,Dorothee Willacot,47,25
Wednesday 13 March 2019,London Academy,Delmore O'Loinn,53,21
Wednesday 13 March 2019,London Academy,Laural O'Teague,50,19
Wednesday 13 March 2019,London Academy,Lyndsie Bailles,58,22
Wednesday 13 March 2019,London Academy,Cassondra Triplet,62,28
Wednesday 13 March 2019,London Academy,Umeko Sydall,53,19
Wednesday 13 March 2019,London Academy,Crawford Dugood,48,20
Wednesday 13 March 2019,London Academy,Damaris Vallance,60,20
Wednesday 13 March 2019,London Academy,Elsa Birrane,53,13
Wednesday 13 March 2019,London Academy,Velvet Ghiotto,47,19
Wednesday 13 March 2019,London Academy,Antoni Sparhawk,57,21
Wednesday 13 March 2019,London Academy,Peirce Macgray,39,23
Wednesday 13 March 2019,London Academy,Clarabelle Dykins,45,17
Wednesday 13 March 2019,London Academy,Karina Andrejevic,63,25
Wednesday 13 March 2019,London Academy,Kaylil Gissing,57,20
Wednesday 13 March 2019,London Academy,Gabby Neilson,55,17
Wednesday 13 March 2019,London Academy,Anton Isaacs,68,22
Wednesday 13 March 2019,London Academy,Winne Kelloch,62,24
Wednesday 13 March 2019,London Academy,Jeth Vasilyonok,47,17
Wednesday 13 March 2019,London Academy,Allene Hand,56,19
Wednesday 13 March 2019,London Academy,Elfrida Enden,55,19
Wednesday 13 March 2019,London Academy,Rustie Cormode,54,21
Wednesday 13 March 2019,London Academy,Des Tomovic,55,21
Wednesday 13 March 2019,London Academy,Stern Ashfull,55,22
Wednesday 13 March 2019,London Academy,Stephan Etchingham,48,21
Wednesday 13 March 2019,London Academy,Jeffy Dudding,54,22
Wednesday 13 March 2019,London Academy,Maurine Vedenyakin,51,20
Wednesday 13 November 2019,London Academy,Gabbey Caesman,61,18
Wednesday 13 November 2019,London Academy,Conny Samms,64,17
Wednesday 13 November 2019,London Academy,Monah Brimmacombe,54,19
Wednesday 13 November 2019,London Academy,Gaspar Moir,64,26
Wednesday 13 November 2019,London Academy,Jon Mcmenamy,57,15
Wednesday 13 November 2019,London Academy,Christa Troughton,56,18
Wednesday 13 November 2019,London Academy,Emmalee Peaple,56,22
Wednesday 13 November 2019,London Academy,Elvyn Lyburn,67,13
Wednesday 13 November 2019,London Academy,Manfred Dmitrovic,37,11
Wednesday 13 November 2019,London Academy,Ingamar Mackrell,53,21
Wednesday 13 November 2019,London Academy,Junie Rammell,57,22
Wednesday 13 November 2019,London Academy,Shae Di Ruggiero,63,21
Wednesday 13 November 2019,London Academy,Linnie Esterbrook,49,16
Wednesday 13 November 2019,London Academy,Brandi Fennessy,62,21
Wednesday 13 November 2019,London Academy,Trumann Carillo,50,21
Wednesday 13 November 2019,London Academy,Eunice Marguerite,55,17
Wednesday 13 November 2019,London Academy,Cati Nucator,57,18
Wednesday 13 November 2019,London Academy,Staci Furlow,52,18
Wednesday 13 November 2019,London Academy,Hurleigh Segar,58,24
Wednesday 13 November 2019,London Academy,Far Rapi,53,22
Wednesday 13 November 2019,London Academy,Jonie Getley,60,24
Wednesday 13 November 2019,London Academy,Flint Baine,35,19
Wednesday 13 November 2019,London Academy,Alexandra Belbin,67,14
Wednesday 14 August 2019,London Academy,Cooper Ingraham,54,22
Wednesday 14 August 2019,London Academy,Erastus Mcelrath,61,19
Wednesday 14 August 2019,London Academy,Brandais Ondra,48,17
Wednesday 14 August 2019,London Academy,Violet Luscombe,53,17
Wednesday 14 August 2019,London Academy,Thomasina Prandoni,48,20
Wednesday 14 August 2019,London Academy,Charlie Danelut,55,20
Wednesday 14 August 2019,London Academy,Fairlie Cogzell,54,24
Wednesday 14 August 2019,London Academy,Arny Coorington,56,23
Wednesday 14 August 2019,London Academy,Erl Hammor,48,21
Wednesday 14 August 2019,London Academy,Sayre Webberley,51,21
Wednesday 14 August 2019,London Academy,Seumas Lemonby,57,24
Wednesday 14 August 2019,London Academy,Rockey Robarts,53,25
Wednesday 14 August 2019,London Academy,Shela Mccall,62,24
Wednesday 14 August 2019,London Academy,Sonnie Malenfant,51,22
Wednesday 14 August 2019,London Academy,Paul Chislett,53,21
Wednesday 14 August 2019,London Academy,Archer Hobben,56,16
Wednesday 14 August 2019,London Academy,Mitchel Bates,60,20
Wednesday 14 August 2019,London Academy,Dur Plom,56,24
Wednesday 14 August 2019,London Academy,Angel Hulson,56,23
Wednesday 14 August 2019,London Academy,Gayleen Petru,55,19
Wednesday 14 August 2019,London Academy,Welby Wishkar,54,16
Wednesday 14 August 2019,London Academy,Bord Ollin,55,28
Wednesday 14 August 2019,London Academy,Elfrieda Bilham,49,17
Wednesday 14 August 2019,London Academy,Kathryne Athridge,48,20
Wednesday 14 August 2019,London Academy,Mitchel Blackesland,53,15
Wednesday 14 August 2019,London Academy,Darelle Michal,49,19
Wednesday 14 August 2019,London Academy,Rodrigo Endrighi,59,20
Wednesday 14 August 2019,London Academy,Carlyn Reisin,52,21
Wednesday 14 August 2019,London Academy,Ciel Poizer,51,20
Wednesday 14 August 2019,London Academy,Mariquilla Cowope,51,21
Wednesday 14 August 2019,London Academy,Joey Macgeffen,58,20
Wednesday 14 August 2019,London Academy,Gris Brame,55,16
Thursday 14 February 2019,Birmingham Academy,Felicio Betjeman,50,13
Thursday 14 February 2019,Birmingham Academy,Nicolai Nussey,60,18
Thursday 14 February 2019,Birmingham Academy,Sully Rosenbarg,62,17
Thursday 14 February 2019,Birmingham Academy,Brandyn Macclinton,59,24
Thursday 14 February 2019,Birmingham Academy,Tobey Mabbett,54,19
Thursday 14 February 2019,Birmingham Academy,Geraldine Pinnocke,69,22
Thursday 14 February 2019,Birmingham Academy,Lanae Christophle,60,20
Thursday 14 February 2019,Birmingham Academy,Barrie Schruurs,62,17
Thursday 14 February 2019,Birmingham Academy,Fayre Swadlinge,55,20
Thursday 14 February 2019,Birmingham Academy,Elora Ellen,64,16
